disaster.event,user.anon,date,latitude,longitude.anon,user_date_freq,days
42_AuFire2,5655,2013/10/18,151.1563622,-32.01105331,2,11
42_AuFire2,5655,2013/10/19,151.0056448,-32.04534321,2,12
42_AuFire2,5655,2013/10/20,150.9885597,-32.05135501,2,13
42_AuFire2,5655,2013/10/22,151.1915051,-32.00339731,1,15
42_AuFire2,5655,2013/10/23,150.9844834,-32.02285071,1,16
42_AuFire2,5655,2013/10/27,150.948611,-32.04397901,1,20
42_AuFire2,5656,2013/10/11,150.7087378,-31.88094721,2,4
42_AuFire2,5656,2013/10/13,150.9576173,-31.98656871,2,6
42_AuFire2,5656,2013/10/17,150.9126232,-32.00917896,2,10
42_AuFire2,5656,2013/10/18,151.1129171,-32.04944221,1,11
